ownerid,parcelid,name,address1,address2,city,StateCode,PostalCode,CountryCode,DateAcquired,OwnDoc,SalePrice,Status,Instrument,InstrumentType,url,sortdate
16107203,458247,O.I.C. HOMES AT 2323 23RD AVENUE NORTH,9308 CHEVOIT DR,,BRENTWOOD,TN,37027,US,10/28/21,MA-20211103 0146875,0,Active,MA-20211103 0146875,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202111030146875,1.64E+12
16107719,458275,O.I.C. VILLAS AT SAUNDERS AVENUE,210 JUAREZ DR,,HERMITAGE,TN,37076,US,10/28/21,MA-20211105 0148040,0,Active,MA-20211105 0148040,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202111050148040,1.64E+12
16106483,458056,O.I.C. 408C & 408D MOORE AVE COMMONS TOW,915 GOODBAR DR,,NASHVILLE,TN,37203,US,10/27/21,MA-20211029 0145349,0,Active,MA-20211029 0145349,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110290145349,1.64E+12
16106488,458060,O.I.C. HOMES AT 1057 E TRINITY LANE,320 11TH AVE S 562,,NASHVILLE,TN,37203,US,10/27/21,MA-20211029 0145450,0,Active,MA-20211029 0145450,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110290145450,1.64E+12
16109791,458474,O.I.C. 432 MURFREESBORO PIKE FLATS,4904 IDAHO AVE,,NASHVILLE,TN,37209,US,10/27/21,MA-20211117 0153287,0,Active,MA-20211117 0153287,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202111170153287,1.64E+12
16104234,457870,O.I.C. HOMES AT 912 CHEATHAM PLACE,332 VAN BUREN ST,,NASHVILLE,TN,37208,US,10/26/21,MA-20211028 0144703,0,Active,MA-20211028 0144703,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110280144703,1.64E+12
16106727,458083,O.I.C. 1810 12TH AVENUE NORTH TOWNHOMES,4019 DEVINNEY DR,,FRANKLIN,TN,37064,US,10/26/21,MA-20211101 0146192,0,Active,MA-20211101 0146192,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202111010146192,1.64E+12
16103979,457861,O.I.C. HOMES AT 2116 & 2118 BRANSFORD AV,4404 A WESTLAWN DR,,NASHVILLE,TN,37209,US,10/25/21,MA-20211026 0143625,0,Active,MA-20211026 0143625,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110260143625,1.64E+12
16104171,457867,O.I.C. HOMES AT 2401 HIMES DRIVE,PO BOX 24783,,NASHVILLE,TN,37202,US,10/25/21,MA-20211027 0144380,0,Active,MA-20211027 0144380,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110270144380,1.64E+12
16106695,458074,O.I.C. FIVEFOURTEEN STARLINER DRIVE,1605 S OBSERVATORY DR,,NASHVILLE,TN,37215,US,10/25/21,MA-20211101 0146092,0,Active,MA-20211101 0146092,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202111010146092,1.64E+12
16106698,458077,O.I.C. TWELVE-TWENTYFIVE FIRST AVENUE S,521 MOORE AVE,,NASHVILLE,TN,37203,US,10/25/21,MA-20211101 0146097,0,Active,MA-20211101 0146097,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202111010146097,1.64E+12
16103517,457761,O.I.C. MALVERN,565 MOORE AVE,,NASHVILLE,TN,37203,US,10/21/21,MA-20211021 0141691,0,Active,MA-20211021 0141691,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110210141691,1.63E+12
16103645,457767,O.I.C. SANTANA-SELMAN MANOR,1225 4TH AVE S APT 102,,NASHVILLE,TN,37210,US,10/20/21,MA-20211022 0142142,0,Active,MA-20211022 0142142,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110220142142,1.63E+12
16104343,457876,O.I.C.  TWENTYEIGHT NINETEEN HODY DRIVE,PO BOX 160325,,NASHVILLE,TN,37216,US,10/20/21,MA-20211028 0145134,0,Active,MA-20211028 0145134,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110280145134,1.63E+12
16107306,458250,O.I.C. 2700 ACKLEN AVENUE,4910 FIREWHEEL DR,,GARLAND,TX,75044,US,10/20/21,MA-20211103 0147054,0,Active,MA-20211103 0147054,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202111030147054,1.63E+12
16103481,457735,O.I.C. HOMES AT 1819 RIVER DRIVE,101 TILBURY CIR,,BRENTWOOD,TN,37027,US,10/19/21,MA-20211021 0141191,0,Active,MA-20211021 0141191,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110210141191,1.63E+12
16103493,457747,O.I.C. HOMES AT 1221 LONE OAK ROAD,601 44TH AVE S,,NASHVILLE,TN,37209,US,10/19/21,MA-20211021 0141491,0,Active,MA-20211021 0141491,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110210141491,1.63E+12
16103499,457753,O.I.C. HOMES AT 210 FAIRFAX AVENUE,210 FAIRFAX AVE,,NASHVILLE,TN,37212,US,10/19/21,MA-20211021 0141526,0,Active,MA-20211021 0141526,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110210141526,1.63E+12
16102873,457725,O.I.C. HOMES AT 5300 GEORGIA AVENUE,2441 N BERRYS CHAPEL RD,,FRANKLIN,TN,37069,US,10/18/21,MA-20211018 0139367,0,Active,MA-20211018 0139367,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110180139367,1.63E+12
16103484,457738,O.I.C. CHERRYWOOD HOMES,5017 CHERRYWOOD DR,,NASHVILLE,TN,37211,US,10/18/21,MA-20211021 0141220,0,Active,MA-20211021 0141220,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110210141220,1.63E+12
16104352,457885,O.I.C. SEVENHUNDEREDTWO RIES AVENUE,4825 TROUSDALE DR,,NASHVILLE,TN,37220,US,10/18/21,MA-20211028 0145167,0,Active,MA-20211028 0145167,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110280145167,1.63E+12
16103058,457731,O.I.C. KEETON AVENUE TOWNHOMES,2542 STINSON RD,,NASHVILLE,TN,37214,US,10/15/21,MA-20211019 0140051,0,Active,MA-20211019 0140051,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110190140051,1.63E+12
16103487,457741,O.I.C. HOMES AT 6326 PATTON AVENUE,509 CLEMATIS DR,,NASHVILLE,TN,37205,US,10/15/21,MA-20211021 0141251,0,Active,MA-20211021 0141251,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110210141251,1.63E+12
16106722,458080,O.I.C. HOMES AT 922 RIVERSIDE DRIVE 2ND ,922 RIVERSIDE DR,,NASHVILLE,TN,37206,US,10/15/21,MA-20211101 0146166,,Active,MA-20211101 0146166,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202111010146166,1.63E+12
16107496,458251,O.I.C. HOMES AT 922 RIVERSIDE DRIVE,922 RIVERSIDE DR,,NASHVILLE,TN,37206,US,10/15/21,MA-20211101 0146166,,Active,MA-20211101 0146166,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202111010146166,1.63E+12
16102548,457707,O.I.C. COTTAGES AT DODSON & DEBOW,PO BOX 160162,,NASHVILLE,TN,37216,US,10/14/21,MA-20211015 0138892,0,Active,MA-20211015 0138892,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110150138892,1.63E+12
16102877,457728,O.I.C. 531 WEDGEWOOD AVE TOWNHOMES,531 WEDGEWOOD AVE,,NASHVILLE,TN,37203,US,10/14/21,MA-20211018 0139706,0,Active,MA-20211018 0139706,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110180139706,1.63E+12
16103704,457769,O.I.C. THE HYVE AMENDED,918 SOUTH ST,,NASHVILLE,TN,37203,US,10/14/21,MA-20211025 0143371,0,Active,MA-20211025 0143371,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110250143371,1.63E+12
16102405,457695,O.I.C. 907 CAROLYN COTTAGES,1420 DUGGER DR,,NASHVILLE,TN,37206,US,10/13/21,MA-20211014 0138243,0,Active,MA-20211014 0138243,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110140138243,1.63E+12
16102310,457692,O.I.C. 2239 GRANDVIEW,212 OVERLOOK CIR STE 207,,BRENTWOOD,TN,37027,US,10/12/21,MA-20211013 0137910,0,Active,MA-20211013 0137910,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110130137910,1.63E+12
16104349,457882,O.I.C. HOMES AT 607 MOORE AMENDED,1404 BURTON VALLEY RD,,NASHVILLE,TN,37215,US,10/12/21,MA-20211028 0145136,0,Active,MA-20211028 0145136,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110280145136,1.63E+12
16102298,457689,O.I.C. 2420 EASTLAND AVENUE TOWNHOMES,2420 EASTLAND AVE,,NASHVILLE,TN,37206,US,10/11/21,MA-20211013 0137832,0,Active,MA-20211013 0137832,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110130137832,1.63E+12
16102514,457698,O.I.C. FIFTEENTHOUSANDNINE WOODMONT BLVD,1071 2ND AVE S,,NASHVILLE,TN,37210,US,10/11/21,MA-20211015 0138907,0,Active,MA-20211015 0138907,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110150138907,1.63E+12
16102543,457704,O.I.C. NINETHIRTYTHREE SPAIN AVENUE,933 SPAIN AVE,,NASHVILLE,TN,37216,US,10/11/21,MA-20211015 0138949,0,Active,MA-20211015 0138949,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110150138949,1.63E+12
16102740,457717,O.I.C. TOWNHOMES AT PRINCE AVENUE,203 POINT EAST DR,,NASHVILLE,TN,37216,US,10/11/21,MA-20211014 0138359,0,Active,MA-20211014 0138359,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110140138359,1.63E+12
16103975,457858,O.I.C. HOMES AT 529 WEDGEWOOD AVENUE AME,PO BOX 40451,,NASHVILLE,TN,37204,US,10/11/21,MA-20211026 0143493,0,Active,MA-20211026 0143493,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110260143493,1.63E+12
16102145,457666,O.I.C. 929 BATTLEFIELD DRIVE HOMES,PO BOX 121986,,NASHVILLE,TN,37212,US,10/8/21,MA-20211012 0136695,0,Active,MA-20211012 0136695,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110120136695,1.63E+12
16102293,457686,"EDGEHILL VILLAGE TOWNHOMES, LLC",3201 TREVOR ST STE 200,,NASHVILLE,TN,37209,US,10/8/21,MA-20211013 0137686,0,Active,MA-20211013 0137686,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110130137686,1.63E+12
16102536,457701,O.I.C. HOMES AT 953 CAHAL AVENUE,208 KEY CT,,BRENTWOOD,TN,37027,US,10/8/21,MA-20211015 0138672,0,Active,MA-20211015 0138672,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110150138672,1.63E+12
16104246,457872,O.I.C. SEVENTEENTHIRTYSIX DR DB TODD BLV,2017 ROLLING CREEK DR,,MURFREESBORO,TN,37128,US,10/8/21,MA-20211015 0138912,0,Active,MA-20211015 0138912,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110150138912,1.63E+12
16101937,457652,O.I.C. 309 35TH AVENUE NORTH COMMONS,650 WEDGEWOOD AVE,,NASHVILLE,TN,37203,US,10/7/21,MA-20211008 0135511,0,Active,MA-20211008 0135511,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110080135511,1.63E+12
16102278,457672,O.I.C. TOWNHOMES AT 539 CROLEY DRIVE,8277 COLLINS RD,,NASHVILLE,TN,37221,US,10/7/21,MA-20211013 0137436,0,Active,MA-20211013 0137436,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110130137436,1.63E+12
16102282,457675,O.I.C. TOWNHOMES AT 541 CROLEY STREET,8277 COLLINS RD,,NASHVILLE,TN,37221,US,10/7/21,MA-20211013 0137437,0,Active,MA-20211013 0137437,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110130137437,1.63E+12
16109298,458325,O.I.C. HARPETH HEIGHTS TOWNHOMES,6000 POPLAR AVE STE 250,,MEMPHIS,TN,38119,US,10/7/21,MA-20211105 0148324,0,Inactive,MA-20211105 0148324,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202111050148324,1.63E+12
16101932,457649,O.I.C. HOMES AT 423 AMERICAN ROAD,2305 CRUZEN ST,,NASHVILLE,TN,37211,US,10/6/21,MA-20211008 0135220,0,Active,MA-20211008 0135220,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110080135220,1.63E+12
16101941,457655,O.I.C. 4341 GOINS ROAD,1113 ARROWHEAD DR,,BRENTWOOD,TN,37027,US,10/6/21,MA-20211008 0135617,0,Active,MA-20211008 0135617,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110080135617,1.63E+12
16101993,457658,O.I.C. HOMES AT 904 MARILYN ROAD,1622 VINELAND DR,,BRENTWOOD,TN,37027,US,10/6/21,MA-20211008 0135649,0,Active,MA-20211008 0135649,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110080135649,1.63E+12
16129304,458902,O.I.C. 915 31ST AVENUE NORTH AMENDED,809 ELLISTON ST,,OLD HICKORY,TN,37138,US,10/6/21,MA-20211012 0137315,0,Active,MA-20211012 0137315,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110120137315,1.63E+12
16101315,457580,O.I.C. MEADOWS SEC (PHASE) 5,8041 COLEY DAVIS RD,,NASHVILLE,TN,37221,US,10/5/21,MA-20211005 0133863,0,Active,MA-20211005 0133863,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110050133863,1.63E+12
16101277,457545,O.I.C. 1422 RIVERSIDE DRIVE HOMES,5001 PLAZA ON THE LAKE 200,,AUSTIN,TX,78746,US,10/4/21,MA-20211005 0133768,0,Active,MA-20211005 0133768,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110050133768,1.63E+12
16101758,457603,O.I.C. HOMES AT COLORADO & 41ST AVE N,1352 HICKS EDGEN RD,,PLEASANT VIEW,TN,37146,US,10/4/21,MA-20211007 0134757,0,Active,MA-20211007 0134757,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110070134757,1.63E+12
16101200,457534,O.I.C. HOMES AT 521 AMERICAN ROAD,3844 S MT JULIET RD,,HERMITAGE,TN,37076,US,10/1/21,MA-20211005 0133642,0,Active,MA-20211005 0133642,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110050133642,1.63E+12
16103522,457764,O.I.C. HOMES AT 5911 AND 5913 CARL PLACE,3844 S MT JULIET RD,,HERMITAGE,TN,37076,US,10/1/21,MA-20211021 0141262,0,Active,MA-20211021 0141262,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110210141262,1.63E+12
16100935,457522,O.I.C. 1210 CHESTER AVENUE HOMES,1007 SOUTHSIDE CT,,NASHVILLE,TN,37206,US,9/30/21,MA-20211001 0132330,0,Active,MA-20211001 0132330,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110010132330,1.63E+12
16100938,457525,O.I.C. 69 DONELSON STREET,2818 BRANSFORD AVE,,NASHVILLE,TN,37204,US,9/30/21,MA-20211001 0132531,0,Active,MA-20211001 0132531,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110010132531,1.63E+12
16101035,457528,O.I.C. HOMES AT 2207 GREENWOOD AVENUE,1203 LITTONWOOD DR,,NASHVILLE,TN,37216,US,9/30/21,MA-20211004 0132800,0,Active,MA-20211004 0132800,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110040132800,1.63E+12
16100555,457502,O.I.C. 1010 28TH AVE N COMMONS,PO BOX 330996,,NASHVILLE,TN,37203,US,9/29/21,MA-20210929 0131095,0,Active,MA-20210929 0131095,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109290131095,1.63E+12
16101274,457542,O.I.C. 200 RAYMOND STREET,1209 16TH AVE S,,NASHVILLE,TN,37212,US,9/29/21,MA-20211005 0133798,0,Active,MA-20211005 0133798,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110050133798,1.63E+12
16101630,457600,O.I.C. VILLAGE ROW CONDOMINIUMS,3520 PIEDMONT RD NE 410,,ATLANTA,GA,30305,US,9/29/21,MA-20211006 0134605,0,Inactive,MA-20211006 0134605,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110060134605,1.63E+12
16103496,457750,O.I.C. 138 FAIN STREET COMMONS,PO BOX 90374,,NASHVILLE,TN,37209,US,9/29/21,MA-20211021 0141527,0,Inactive,MA-20211021 0141527,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110210141527,1.63E+12
16101280,457548,O.I.C. 2704 MAILAN DRIVE COTTAGES,6121 NOLENSVILLE PIKE,,NASHVILLE,TN,37211,US,9/28/21,MA-20211005 0133830,0,Active,MA-20211005 0133830,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110050133830,1.63E+12
16101283,457551,O.I.C. 1801 CAHAL AVENUE COTTAGES,1515 ROSEBANK AVE,,NASHVILLE,TN,37206,US,9/28/21,MA-20211005 0133832,0,Active,MA-20211005 0133832,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110050133832,1.63E+12
16101874,457646,O.I.C. NEW HOPE VILLAGE,50 VANTAGE WAY STE 100,,NASHVILLE,TN,37228,US,9/28/21,MA-20211007 0134975,0,Inactive,MA-20211007 0134975,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110070134975,1.63E+12
16100587,457508,O.I.C. HOMES AT 114 LUCILLE STREET,5137 GRAND OAK WAY,,BRENTWOOD,TN,37027,US,9/27/21,MA-20210929 0131157,0,Active,MA-20210929 0131157,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109290131157,1.63E+12
16100590,457511,O.I.C. HOMES AT 1252 THOMAS STREET AM,5137 GRAND OAK WAY,,BRENTWOOD,TN,37027,US,9/27/21,MA-20210929 0131172,,Inactive,MA-20210929 0131172,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109290131172,1.63E+12
16100800,457517,O.I.C. TEN-FIFTEEN ALICE STREET,657 MERCER DR,,HERMITAGE,TN,37076,US,9/27/21,MA-20210930 0131779,,Active,MA-20210930 0131779,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109300131779,1.63E+12
16100258,457453,O.I.C. 1009A-1009B ALICE STREET TOWNHOME,7101 HARDWOOD LN,,COLLEGE GROVE,TN,37046,US,9/25/21,MA-20210927 0129273,,Active,MA-20210927 0129273,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109270129273,1.63E+12
16099954,457284,O.I.C. HOMES AT 1201 JEFFERSON STREET,2119 WESTWOOD AVE,,NASHVILLE,TN,37212,US,9/24/21,MA-20210924 0129643,,Active,MA-20210924 0129643,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109240129643,1.63E+12
16099971,457291,O.I.C. WHARF AVENUE TOWNHOMES AMENDED,PO BOX 150348,,NASHVILLE,TN,37215,US,9/24/21,MA-20210924 0128727,,Active,MA-20210924 0128727,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109240128727,1.63E+12
16100254,457450,O.I.C. HOMES AT 2117 12TH AVENUE NORTH,4117 HILLSBORO PIKE STE 103-265,,NASHVILLE,TN,37215,US,9/24/21,MA-20210927 0129195,0,Active,MA-20210927 0129195,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109270129195,1.63E+12
16100335,457462,O.I.C. 5449 HILL ROAD CIRCLE TOWNHOMES,5449 HILL ROAD CIR,,NASHVILLE,TN,37220,US,9/24/21,MA-20210928 0129875,,Active,MA-20210928 0129875,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109280129875,1.63E+12
16100351,457465,O.I.C. DADE HOMES,2016 PULLEY PL,,NOLENSVILLE,TN,37135,US,9/24/21,MA-20210928 0130100,,Active,MA-20210928 0130100,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109280130100,1.63E+12
16100365,457468,O.I.C. 434 WESTBORO DRIVE TOWNHOMES,2056 HICKORY BROOK DR,,HERMITAGE,TN,37076,US,9/24/21,MA-20210928 0130208,,Active,MA-20210928 0130208,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109280130208,1.63E+12
16100503,457474,O.I.C. HOMES AT 2508 BARCLAY DRIVE,2206 21ST AVE S,,NASHVILLE,TN,37212,US,9/24/21,MA-20210929 0130772,,Active,MA-20210929 0130772,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109290130772,1.63E+12
16100531,457480,O.I.C. SIXHUNDRED FORTYFIRST AVENUE NORTH,881 TYNE BLVD,,NASHVILLE,TN,37220,US,9/24/21,MA-20210929 0131002,,Active,MA-20210929 0131002,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109290131002,1.63E+12
16100558,457505,O.I.C. EIGHTEENHUNDREDEIGHT HOLLY STREET,881 TYNE BLVD,,NASHVILLE,TN,37220,US,9/24/21,MA-20210929 0131102,,Active,MA-20210929 0131102,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109290131102,1.63E+12
16100508,457477,O.I.C. 428-430 EAST BEND DRIVE TOWNHOMES,6209 VOSSWOOD DR,,NASHVILLE,TN,37205,US,9/23/21,MA-20210929 0130891,,Active,MA-20210929 0130891,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109290130891,1.63E+12
16099654,457252,O.I.C. HOMES AT 1603 PORTER,PO BOX 2282,,HENDERSONVILLE,TN,37075,US,9/22/21,MA-20210922 0127463,,Active,MA-20210922 0127463,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109220127463,1.63E+12
16099658,457255,O.I.C. HOMES AT 1017 BATTERY LANE,1017 BATTERY LN,,NASHVILLE,TN,37220,US,9/22/21,MA-20210922 0127464,0,Active,MA-20210922 0127464,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109220127464,1.63E+12
16099974,457294,O.I.C. HOMES AT 203 QUEEN AVENUE AMENDED,104 EASTPARK DR STE 300,,BRENTWOOD,TN,37027,US,9/22/21,MA-20210924 0128752,,Active,MA-20210924 0128752,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109240128752,1.63E+12
16100332,457457,O.I.C. COLUMBIA BROWNSTONES,6330 COLUMBIA AVE,,NASHVILLE,TN,37209,US,9/22/21,MA-20210923 0128207,,Active,MA-20210923 0128207,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109230128207,1.63E+12
16107603,458261,O.I.C. 5501B NEW YORK AVENUE TOWNHOMES,236 PEBBLE GLEN DR,,FRANKLIN,TN,37064,US,9/22/21,MA-20211104 0147439,0,Active,MA-20211104 0147439,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202111040147439,1.63E+12
16099946,457277,O.I.C. HOMES AT 4716 BRIARWOOD DRIVE,208 KEY CT,,BRENTWOOD,TN,37027,US,9/21/21,MA-20210924 0128281,,Active,MA-20210924 0128281,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109240128281,1.63E+12
16100421,457471,O.I.C. 101 CHEEKWOOD TERRACE HOMES,1007 SOUTHSIDE CT,,NASHVILLE,TN,37203,US,9/21/21,MA-20210928 0130333,0,Active,MA-20210928 0130333,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109280130333,1.63E+12
16463821,460470,O.I.C. 1825-1835 3RD AVE N LLC,397 CUMBERLAND HILLS DR,,HENDERSONVILLE,TN,37075,US,9/21/21,MA-20210923 0128079,0,Active,MA-20210923 0128079,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109230128079,1.63E+12
36743509,467059,O.I.C. BREEZE BLOCK TOWNHOMES,PO BOX 158434,,NASHVILLE,TN,37215,US,9/21/21,MA-20230330 0023079,0,Active,MA-20230330 0023079,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202303300023079,1.63E+12
39520433,476300,O.I.C. BREEZE BLOCK TOWNHOMES,PO BOX 158434,,NASHVILLE,TN,37215,US,9/21/21,MA-20230330 0023079,0,Inactive,MA-20230330 0023079,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202303300023079,1.63E+12
16099214,457009,O.I.C. HOMES AT 3725 & 3727 ESTES ROAD,909 18TH AVE S STE A,,NASHVILLE,TN,37212,US,9/20/21,MA-20210921 0126562,,Active,MA-20210921 0126562,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109210126562,1.63E+12
16099778,457259,O.I.C. AVALON AT SEVEN SPRINGS,1720 WEST END AVE STE 600,,NASHVILLE,TN,37203,US,9/20/21,MA-20210922 0127163,0,Active,MA-20210922 0127163,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109220127163,1.63E+12
16099851,457268,O.I.C. THIRTYTWOHUNDRED CURTIS STREET,1005 HUNTMASTER CIR,,NASHVILLE,TN,37211,US,9/20/21,MA-20210923 0128179,0,Active,MA-20210923 0128179,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109230128179,1.63E+12
16099854,457271,O.I.C. SIXTYTWO SIXTEEN ROBERTSON AVENU,8223 ALAMO RD,,BRENTWOOD,TN,37027,US,9/20/21,MA-20210923 0128174,,Active,MA-20210923 0128174,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109230128174,1.63E+12
16100149,457447,O.I.C. BREEZE BLOCK,PO BOX 158434,,NASHVILLE,TN,37215,US,9/20/21,MA-20210922 0127366,0,Active,MA-20210922 0127366,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109220127366,1.63E+12
16102151,457669,O.I.C. 5928 CARL PLACE HOMES,7800 ASLAN CT,,NASHVILLE,TN,37221,US,9/20/21,MA-20211012 0136987,0,Active,MA-20211012 0136987,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202110120136987,1.63E+12
16099815,457262,O.I.C. TEN-EIGHTEEN ALICE STREET,657 MERCER DR,,HERMITAGE,TN,37076,US,9/16/21,MA-20210923 0128042,,Active,MA-20210923 0128042,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109230128042,1.63E+12
16098527,456690,O.I.C. 4210 FARRAR AVENUE,2209 CRESTMOOR RD STE 100,,NASHVILLE,TN,37215,US,9/15/21,MA-20210916 0124543,,Active,MA-20210916 0124543,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109160124543,1.63E+12
16098600,456757,O.I.C. SIGLER CITY HOMES AMENDED,1403 SIGLER ST,,NASHVILLE,TN,37203,US,9/14/21,MA-20210916 0124397,0,Active,MA-20210916 0124397,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109160124397,1.63E+12
16098692,456791,O.I.C. 1519 DUGGER DRIVE HOMES,1007 SOUTHSIDE CT,,NASHVILLE,TN,37203,US,9/14/21,MA-20210916 0124372,,Active,MA-20210916 0124372,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109160124372,1.63E+12
16099715,457258,O.I.C. SIXTYFIVE-SEVENTEEN THUNDERBIRD,6517 THUNDERBIRD DR,,NASHVILLE,TN,37209,US,9/14/21,MA-20210922 0127499,,Active,MA-20210922 0127499,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109220127499,1.63E+12
16098524,456687,O.I.C. 1217 JACKSON STREET TOWNHOMES,1017 SOUTHSIDE CT,,NASHVILLE,TN,37203,US,9/13/21,MA-20210914 0123257,,Active,MA-20210914 0123257,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109140123257,1.63E+12
16098548,456708,O.I.C. CITY BLUFFS CONDOMINIUM AMENDED,1400 5TH AVE N,,NASHVILLE,TN,37208,US,9/13/21,MA-20210916 0124405,,Active,MA-20210916 0124405,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109160124405,1.63E+12
16098685,456788,O.I.C. CHELSEA AT OCEOLA,205 IMPERIO AVE,,FREMONT,CA,94539,US,9/13/21,MA-20210916 0124389,,Inactive,MA-20210916 0124389,Master Deed,https://www.davidsonportal.com/gis/file.php?file=202109160124389,1.63E+12
